nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,100,100,10,1433,sub23,pub1,24,1592,40,1656
1,1,100,100,10,1433,sub84,pub1,24,1595,77,1696
1,1,100,100,10,1433,sub20,pub1,24,1597,115,1736
1,1,100,100,10,1433,sub77,pub1,24,1601,151,1776
1,1,100,100,10,1433,sub61,pub1,24,1604,188,1816
1,1,100,100,10,1433,sub6,pub1,24,1609,223,1856
1,1,100,100,10,1433,sub58,pub1,24,1611,260,1895
1,1,100,100,10,1433,sub11,pub1,24,1612,301,1937
1,1,100,100,10,1433,sub25,pub1,24,1614,337,1975
1,1,100,100,10,1433,sub17,pub1,24,1618,374,2016
1,1,100,100,10,1433,sub44,pub1,24,1621,411,2056
1,1,100,100,10,1433,sub93,pub1,24,1622,449,2095
1,1,100,100,10,1433,sub9,pub1,24,1623,489,2136
1,1,100,100,10,1433,sub33,pub1,24,1623,528,2175
1,1,100,100,10,1433,sub32,pub1,24,1629,563,2216
1,1,100,100,10,1433,sub67,pub2,11,1615,600,2226
1,1,100,100,10,1433,sub13,pub2,11,1620,636,2267
1,1,100,100,10,1433,sub54,pub2,11,1621,675,2307
1,1,100,100,10,1433,sub5,pub1,24,1647,704,2375
1,1,100,100,10,1433,sub1,pub1,24,1649,743,2416
1,1,100,100,10,1433,sub80,pub2,11,1637,778,2426
1,1,100,100,10,1433,sub43,pub1,24,1658,813,2495
1,1,100,100,10,1433,sub40,pub1,24,1663,849,2536
1,1,100,100,10,1433,sub90,pub1,24,1664,887,2575
1,1,100,100,10,1433,sub3,pub1,24,1665,926,2615
1,1,100,100,10,1433,sub53,pub2,11,1651,965,2627
1,1,100,100,10,1433,sub51,pub2,11,1651,1004,2666
1,1,100,100,10,1433,sub38,pub2,11,1656,1039,2706
1,1,100,100,10,1433,sub66,pub1,24,1673,1078,2775
1,1,100,100,10,1433,sub56,pub1,24,1678,1113,2815
1,1,100,100,10,1433,sub73,pub1,24,1687,1144,2855
1,1,100,100,10,1433,sub97,pub1,24,1689,1183,2896
1,1,100,100,10,1433,sub23,pub2,11,1672,1222,2905
1,1,100,100,10,1433,sub59,pub1,24,1697,1255,2976
1,1,100,100,10,1433,sub35,pub1,24,1700,1292,3016
1,1,100,100,10,1433,sub82,pub2,11,1685,1331,3027
1,1,100,100,10,1433,sub7,pub1,24,1701,1370,3095
1,1,100,100,10,1433,sub95,pub2,11,1687,1408,3106
1,1,100,100,10,1433,sub26,pub1,24,1705,1446,3175
1,1,100,100,10,1433,sub57,pub2,11,1698,1478,3187
1,1,100,100,10,1433,sub74,pub1,24,1727,1503,3254
1,1,100,100,10,1433,sub31,pub2,11,1712,1543,3266
1,1,100,100,10,1433,sub16,pub2,11,1714,1581,3306
1,1,100,100,10,1433,sub100,pub2,11,1717,1619,3347
1,1,100,100,10,1433,sub12,pub2,11,1719,1657,3387
1,1,100,100,10,1433,sub30,pub2,11,1719,1696,3426
1,1,100,100,10,1433,sub45,pub2,11,1721,1734,3466
1,1,100,100,10,1433,sub24,pub1,24,1742,1770,3536
1,1,100,100,10,1433,sub41,pub1,24,1743,1808,3575
1,1,100,100,10,1433,sub34,pub2,11,1730,1845,3586
1,1,100,100,10,1433,sub77,pub2,11,1736,1879,3626
1,1,100,100,10,1433,sub70,pub1,24,1766,1906,3696
1,1,100,100,10,1433,sub84,pub2,11,1751,1945,3707
1,1,100,100,10,1433,sub68,pub2,11,1752,1983,3746
1,1,100,100,10,1433,sub87,pub2,11,1753,2022,3786
1,1,100,100,10,1433,sub42,pub1,24,1776,2056,3856
1,1,100,100,10,1433,sub81,pub2,11,1766,2089,3866
1,1,100,100,10,1433,sub89,pub2,11,1774,2122,3907
1,1,100,100,10,1433,sub27,pub2,11,1776,2159,3946
1,1,100,100,10,1433,sub61,pub2,11,1776,2199,3986
1,1,100,100,10,1433,sub19,pub2,11,1781,2235,4027
1,1,100,100,10,1433,sub20,pub2,11,1783,2272,4066
1,1,100,100,10,1433,sub64,pub2,11,1786,2309,4106
1,1,100,100,10,1433,sub10,pub1,24,1806,2346,4176
1,1,100,100,10,1433,sub55,pub1,24,1808,2383,4215
1,1,100,100,10,1433,sub14,pub2,11,1797,2419,4227
1,1,100,100,10,1433,sub75,pub2,11,1804,2451,4266
1,1,100,100,10,1433,sub69,pub1,24,1828,2483,4335
1,1,100,100,10,1433,sub49,pub1,24,1834,2516,4374
1,1,100,100,10,1433,sub29,pub1,24,1836,2556,4416
1,1,100,100,10,1433,sub98,pub1,24,1842,2589,4455
1,1,100,100,10,1433,sub62,pub2,11,1828,2627,4466
1,1,100,100,10,1433,sub92,pub2,11,1833,2662,4506
1,1,100,100,10,1433,sub52,pub2,11,1835,2700,4546
1,1,100,100,10,1433,sub2,pub2,11,1837,2739,4587
1,1,100,100,10,1433,sub78,pub2,11,1843,2772,4626
1,1,100,100,10,1433,sub60,pub2,11,1845,2810,4666
1,1,100,100,10,1433,sub37,pub1,24,1866,2845,4735
1,1,100,100,10,1433,sub28,pub1,24,1871,2881,4776
1,1,100,100,10,1433,sub58,pub2,11,1856,2919,4786
1,1,100,100,10,1433,sub18,pub1,24,1873,2958,4855
1,1,100,100,10,1433,sub94,pub2,11,1862,2994,4867
1,1,100,100,10,1433,sub83,pub2,11,1875,3021,4907
1,1,100,100,10,1433,sub8,pub2,11,1930,3004,4945
1,1,100,100,10,1433,sub17,pub2,11,1976,2999,4986
1,1,100,100,10,1433,sub36,pub2,11,2033,2982,5026
1,1,100,100,10,1433,sub93,pub2,11,2056,2999,5066
1,1,100,100,10,1433,sub25,pub2,11,2069,3026,5106
1,1,100,100,10,1433,sub9,pub2,11,2096,3039,5146
1,1,100,100,10,1433,sub21,pub1,24,2165,3026,5215
1,1,100,100,10,1433,sub32,pub2,11,2176,3039,5226
1,1,100,100,10,1433,sub67,pub1,24,2232,3038,5294
1,1,100,100,10,1433,sub13,pub1,24,2272,3039,5335
1,1,100,100,10,1433,sub54,pub3,24,2240,3039,5303
1,1,100,100,10,1433,sub5,pub2,11,2336,3039,5386
1,1,100,100,10,1433,sub1,pub2,11,2376,3039,5426
1,1,100,100,10,1433,sub80,pub1,24,2432,3039,5495
1,1,100,100,10,1433,sub43,pub2,11,2456,3038,5505
1,1,100,100,10,1433,sub40,pub2,11,2497,3039,5547
1,1,100,100,10,1433,sub90,pub2,11,2536,3039,5586
1,1,100,100,10,1433,sub3,pub2,11,2576,3039,5626
1,1,100,100,10,1433,sub53,pub1,24,2632,3039,5695
1,1,100,100,10,1433,sub51,pub1,24,2672,3039,5735
1,1,100,100,10,1433,sub66,pub2,11,2736,2999,5746
1,1,100,100,10,1433,sub56,pub2,11,2776,2999,5786
1,1,100,100,10,1433,sub73,pub2,11,2816,2999,5826
1,1,100,100,10,1433,sub97,pub2,11,2856,2999,5866
1,1,100,100,10,1433,sub82,pub1,24,3032,2879,5935
1,1,100,100,10,1433,sub7,pub2,11,3056,2879,5946
1,1,100,100,10,1433,sub26,pub2,11,3136,2839,5986
1,1,100,100,10,1433,sub57,pub1,24,3192,2839,6055
1,1,100,100,10,1433,sub23,pub3,24,3146,2853,6023
1,1,100,100,10,1433,sub74,pub2,11,3216,2879,6106
1,1,100,100,10,1433,sub31,pub1,24,3272,2879,6175
1,1,100,100,10,1433,sub48,pub1,24,3290,2902,6216
1,1,100,100,10,1433,sub11,pub2,11,3335,2881,6227
1,1,100,100,10,1433,sub100,pub1,24,3352,2919,6295
1,1,100,100,10,1433,sub15,pub2,11,1876,4419,6306
1,1,100,100,10,1433,sub85,pub2,11,1877,4459,6347
1,1,100,100,10,1433,sub12,pub1,24,3392,2999,6415
1,1,100,100,10,1433,sub30,pub1,24,3432,2999,6455
1,1,100,100,10,1433,sub45,pub1,24,3472,2999,6495
1,1,100,100,10,1433,sub41,pub2,11,3536,2959,6506
1,1,100,100,10,1433,sub50,pub2,11,3554,2982,6547
1,1,100,100,10,1433,sub95,pub1,24,3587,3007,6618
1,1,100,100,10,1433,sub59,pub2,11,3588,3032,6631
1,1,100,100,10,1433,sub77,pub3,24,3560,3043,6627
1,1,100,100,10,1433,sub70,pub2,11,3656,3043,6710
1,1,100,100,10,1433,sub84,pub3,24,3640,3043,6707
1,1,100,100,10,1433,sub68,pub1,24,3752,3043,6819
1,1,100,100,10,1433,sub87,pub1,24,3792,3043,6859
1,1,100,100,10,1433,sub42,pub2,11,3816,3043,6870
1,1,100,100,10,1433,sub81,pub1,24,3872,3043,6939
1,1,100,100,10,1433,sub89,pub1,24,3912,3042,6978
1,1,100,100,10,1433,sub27,pub1,24,3953,3043,7020
1,1,100,100,10,1433,sub19,pub1,24,4033,3003,7060
1,1,100,100,10,1433,sub35,pub2,11,3813,3246,7070
1,1,100,100,10,1433,sub64,pub1,24,4112,3003,7139
1,1,100,100,10,1433,sub10,pub2,11,4136,3003,7150
1,1,100,100,10,1433,sub55,pub2,11,4176,3007,7194
1,1,100,100,10,1433,sub14,pub1,24,4232,3007,7263
1,1,100,100,10,1433,sub75,pub1,24,4272,3006,7302
1,1,100,100,10,1433,sub20,pub3,24,4000,3247,7271
1,1,100,100,10,1433,sub69,pub2,11,4296,3047,7354
1,1,100,100,10,1433,sub49,pub2,11,4336,3047,7394
1,1,100,100,10,1433,sub29,pub2,11,4376,3047,7434
1,1,100,100,10,1433,sub98,pub2,11,4416,3047,7474
1,1,100,100,10,1433,sub62,pub1,24,4472,3047,7543
1,1,100,100,10,1433,sub92,pub1,24,4512,3047,7583
1,1,100,100,10,1433,sub52,pub1,24,4552,3047,7623
1,1,100,100,10,1433,sub2,pub1,24,4592,3047,7663
1,1,100,100,10,1433,sub78,pub3,24,4560,3047,7631
1,1,100,100,10,1433,sub60,pub1,24,4672,3047,7743
1,1,100,100,10,1433,sub37,pub2,11,4696,3047,7754
1,1,100,100,10,1433,sub28,pub2,11,4736,3047,7794
1,1,100,100,10,1433,sub58,pub3,24,4720,3047,7791
1,1,100,100,10,1433,sub18,pub2,11,4816,3047,7874
1,1,100,100,10,1433,sub94,pub1,24,4872,3047,7943
1,1,100,100,10,1433,sub83,pub1,24,4912,3047,7983
1,1,100,100,10,1433,sub8,pub1,24,4952,3047,8023
1,1,100,100,10,1433,sub17,pub3,24,4920,3047,7991
1,1,100,100,10,1433,sub36,pub1,24,5032,3047,8103
1,1,100,100,10,1433,sub93,pub3,24,5000,3047,8071
1,1,100,100,10,1433,sub25,pub3,24,5040,3047,8111
1,1,100,100,10,1433,sub9,pub3,24,5080,3047,8151
1,1,100,100,10,1433,sub21,pub2,11,5176,3047,8234
1,1,100,100,10,1433,sub32,pub3,24,5160,3047,8231
1,1,100,100,10,1433,sub67,pub3,24,5200,3047,8271
1,1,100,100,10,1433,sub13,pub3,24,5240,3047,8311
1,1,100,100,10,1433,sub54,pub1,24,5352,3046,8422
1,1,100,100,10,1433,sub5,pub3,24,5320,3047,8391
1,1,100,100,10,1433,sub1,pub3,24,5360,3047,8431
1,1,100,100,10,1433,sub80,pub3,24,5400,3047,8471
1,1,100,100,10,1433,sub43,pub3,24,5440,3047,8511
1,1,100,100,10,1433,sub40,pub3,24,5480,3047,8551
1,1,100,100,10,1433,sub90,pub3,24,5521,3047,8592
1,1,100,100,10,1433,sub3,pub3,24,5560,3047,8631
1,1,100,100,10,1433,sub53,pub3,24,5600,3047,8671
1,1,100,100,10,1433,sub51,pub3,24,5640,3047,8711
1,1,100,100,10,1433,sub66,pub3,24,5680,3047,8751
1,1,100,100,10,1433,sub56,pub3,24,5720,3025,8769
1,1,100,100,10,1433,sub73,pub3,24,5760,3047,8831
1,1,100,100,10,1433,sub97,pub3,24,5800,3046,8870
1,1,100,100,10,1433,sub82,pub3,24,5840,3047,8911
1,1,100,100,10,1433,sub7,pub3,24,5880,3047,8951
1,1,100,100,10,1433,sub26,pub3,24,5920,3047,8991
1,1,100,100,10,1433,sub57,pub3,24,5960,3047,9031
1,1,100,100,10,1433,sub23,pub4,17,5705,3047,8769
1,1,100,100,10,1433,sub74,pub3,24,6040,3047,9111
1,1,100,100,10,1433,sub31,pub3,24,6080,3047,9151
1,1,100,100,10,1433,sub48,pub2,11,6176,3047,9234
1,1,100,100,10,1433,sub11,pub3,24,6161,3047,9232
1,1,100,100,10,1433,sub100,pub3,24,6200,3047,9271
1,1,100,100,10,1433,sub15,pub1,24,6312,3047,9383
1,1,100,100,10,1433,sub85,pub1,24,6352,3047,9423
1,1,100,100,10,1433,sub12,pub3,24,6320,3046,9390
1,1,100,100,10,1433,sub30,pub3,24,6360,3047,9431
1,1,100,100,10,1433,sub45,pub3,24,6400,3047,9471
1,1,100,100,10,1433,sub41,pub3,24,6440,3047,9511
1,1,100,100,10,1433,sub50,pub1,24,6553,3047,9624
1,1,100,100,10,1433,sub95,pub3,24,6523,3044,9591
1,1,100,100,10,1433,sub59,pub3,24,6564,3043,9631
1,1,100,100,10,1433,sub77,pub4,17,6320,3032,9369
1,1,100,100,10,1433,sub70,pub3,24,6644,3043,9711
1,1,100,100,10,1433,sub84,pub4,17,6389,3043,9449
1,1,100,100,10,1433,sub68,pub3,24,6724,3042,9790
1,1,100,100,10,1433,sub87,pub3,24,6764,3043,9831
1,1,100,100,10,1433,sub42,pub3,24,6804,3043,9871
1,1,100,100,10,1433,sub81,pub3,24,6844,3043,9911
1,1,100,100,10,1433,sub89,pub3,24,6884,3043,9951
1,1,100,100,10,1433,sub27,pub3,24,6924,3043,9991
1,1,100,100,10,1433,sub19,pub3,24,6964,3043,10031
1,1,100,100,10,1433,sub35,pub3,24,7004,3043,10071
1,1,100,100,10,1433,sub64,pub3,24,7044,3043,10111
1,1,100,100,10,1433,sub55,pub3,24,7128,2999,10151
1,1,100,100,10,1433,sub16,pub1,24,3848,6391,10263
1,1,100,100,10,1433,sub14,pub3,24,7168,3043,10235
1,1,100,100,10,1433,sub75,pub3,24,7208,3043,10275
1,1,100,100,10,1433,sub20,pub4,17,6953,3042,10012
1,1,100,100,10,1433,sub69,pub3,24,7288,3043,10355
1,1,100,100,10,1433,sub49,pub3,24,7328,3043,10395
1,1,100,100,10,1433,sub29,pub3,24,7368,3043,10435
1,1,100,100,10,1433,sub98,pub3,24,7408,3042,10474
1,1,100,100,10,1433,sub62,pub3,24,7448,3042,10514
1,1,100,100,10,1433,sub92,pub3,24,7488,3043,10555
1,1,100,100,10,1433,sub52,pub3,24,7528,3043,10595
1,1,100,100,10,1433,sub2,pub3,24,7568,3042,10634
1,1,100,100,10,1433,sub78,pub1,24,7680,3042,10746
1,1,100,100,10,1433,sub60,pub3,24,7648,3042,10714
1,1,100,100,10,1433,sub37,pub3,24,7688,3043,10755
1,1,100,100,10,1433,sub28,pub3,24,7728,3043,10795
1,1,100,100,10,1433,sub58,pub4,17,7473,3043,10533
1,1,100,100,10,1433,sub18,pub3,24,7808,3043,10875
1,1,100,100,10,1433,sub94,pub3,24,7848,3043,10915
1,1,100,100,10,1433,sub83,pub3,24,7888,3043,10955
1,1,100,100,10,1433,sub8,pub3,24,7928,3043,10995
1,1,100,100,10,1433,sub17,pub4,17,7673,3043,10733
1,1,100,100,10,1433,sub36,pub3,24,8008,3043,11075
1,1,100,100,10,1433,sub93,pub4,17,7753,3043,10813
1,1,100,100,10,1433,sub25,pub4,17,7793,3042,10852
1,1,100,100,10,1433,sub9,pub4,17,7833,3043,10893
1,1,100,100,10,1433,sub21,pub3,24,8168,3043,11235
1,1,100,100,10,1433,sub32,pub4,17,7913,3043,10973
1,1,100,100,10,1433,sub67,pub4,17,7953,3043,11013
1,1,100,100,10,1433,sub13,pub4,17,7993,3043,11053
1,1,100,100,10,1433,sub54,pub4,17,8033,3043,11093
1,1,100,100,10,1433,sub5,pub4,17,8073,3043,11133
1,1,100,100,10,1433,sub1,pub4,17,8113,3043,11173
1,1,100,100,10,1433,sub80,pub4,17,8153,3043,11213
1,1,100,100,10,1433,sub43,pub4,17,8193,3046,11256
1,1,100,100,10,1433,sub40,pub4,17,8233,3047,11297
1,1,100,100,10,1433,sub90,pub4,17,8273,3047,11337
1,1,100,100,10,1433,sub53,pub4,17,8353,3007,11377
1,1,100,100,10,1433,sub51,pub4,17,8393,3007,11417
1,1,100,100,10,1433,sub66,pub4,17,8433,3007,11457
1,1,100,100,10,1433,sub56,pub4,17,8473,3007,11497
1,1,100,100,10,1433,sub73,pub4,17,8513,3007,11537
1,1,100,100,10,1433,sub3,pub4,17,8313,3246,11576
1,1,100,100,10,1433,sub97,pub4,17,8553,3047,11617
1,1,100,100,10,1433,sub82,pub4,17,8593,3046,11656
1,1,100,100,10,1433,sub7,pub4,17,8633,3047,11697
1,1,100,100,10,1433,sub26,pub4,17,8673,3047,11737
1,1,100,100,10,1433,sub57,pub4,17,8713,3047,11777
1,1,100,100,10,1433,sub23,pub5,13,8450,3047,11510
1,1,100,100,10,1433,sub74,pub4,17,8793,3047,11857
1,1,100,100,10,1433,sub31,pub4,17,8833,3047,11897
1,1,100,100,10,1433,sub48,pub3,24,9168,3047,12239
1,1,100,100,10,1433,sub11,pub4,17,8913,3047,11977
1,1,100,100,10,1433,sub100,pub4,17,8953,3047,12017
1,1,100,100,10,1433,sub15,pub3,24,9288,3047,12359
